Date,close,Open,High,Low,Vol.,Change %
21 10 2018,10030.00,10405.85,10408.55,10004.55,1.88B,-2.65%
14 10 2018,10303.55,10524.20,10710.15,10249.60,1.20B,-1.61%
07 10 2018,10472.50,10310.15,10492.45,10138.60,2.14B,1.51%
30 09 2018,10316.45,10930.90,11035.65,10261.90,1.86B,-5.62%
23 09 2018,10930.45,11164.40,11170.15,10850.30,2.08B,-1.91%
16 09 2018,11143.10,11464.95,11464.95,10866.45,1.46B,-3.23%
09 09 2018,11515.20,11570.25,11573.00,11250.20,1.18B,-0.64%
02 09 2018,11589.10,11751.80,11751.80,11393.85,1.32B,-0.78%
26 08 2018,11680.50,11605.85,11760.20,11595.60,1.40B,1.07%
19 08 2018,11557.10,11502.10,11620.70,11499.65,952.68M,0.75%
12 08 2018,11470.75,11369.60,11486.45,11340.30,1.04B,0.36%
05 08 2018,11429.50,11401.50,11495.20,11359.70,1.31B,0.60%
29 07 2018,11360.80,11296.65,11390.55,11234.95,1.27B,0.73%
22 07 2018,11278.35,11019.85,11283.40,11010.95,1.36B,2.44%
15 07 2018,11010.20,11018.95,11076.20,10925.60,1.08B,-0.08%
08 07 2018,11018.90,10838.30,11078.30,10807.15,1.12B,2.29%
01 07 2018,10772.65,10732.35,10816.35,10604.65,1.18B,0.54%
24 06 2018,10714.30,10822.90,10831.05,10557.70,1.33B,-0.99%
17 06 2018,10821.85,10830.20,10837.00,10701.20,1.10B,0.04%
10 06 2018,10817.70,10781.85,10893.25,10755.40,1.15B,0.46%
03 06 2018,10767.65,10765.95,10818.00,10550.90,1.02B,0.67%
27 05 2018,10696.20,10648.35,10764.75,10558.45,1.58B,0.86%
20 05 2018,10605.15,10616.70,10628.05,10417.80,1.32B,0.08%
13 05 2018,10596.40,10815.15,10929.20,10589.10,1.13B,-1.94%
06 05 2018,10806.50,10653.15,10812.05,10635.65,1.08B,1.77%
29 04 2018,10618.25,10705.75,10784.65,10601.60,799.09M,-0.69%
22 04 2018,10692.30,10592.80,10719.80,10514.95,1.27B,1.21%
15 04 2018,10564.05,10398.30,10594.20,10396.35,1.15B,0.80%
08 04 2018,10480.60,10333.70,10519.90,10328.50,1.21B,1.44%
01 04 2018,10331.60,10151.65,10350.45,10111.30,1.13B,2.15%
25 03 2018,10113.70,9989.15,10207.90,9958.55,858.36M,1.16%
18 03 2018,9998.05,10215.35,10227.30,9951.90,1.17B,-1.93%
11 03 2018,10195.15,10301.60,10478.60,10180.25,1.20B,-0.31%
04 03 2018,10226.85,10428.30,10441.35,10141.55,1.11B,-2.21%
25 02 2018,10458.35,10526.55,10631.65,10447.15,846.66M,-0.31%
18 02 2018,10491.05,10488.90,10499.10,10302.75,1.17B,0.37%
11 02 2018,10452.30,10518.20,10618.10,10434.05,867.58M,-0.03%
04 02 2018,10454.95,10604.30,10702.75,10276.30,1.22B,-2.84%
28 01 2018,10760.60,11079.35,11171.55,10736.10,1.34B,-2.79%
21 01 2018,11069.65,10883.20,11110.10,10881.40,1.16B,1.61%
14 01 2018,10894.70,10718.50,10906.85,10666.75,1.19B,2.00%
07 01 2018,10681.25,10591.70,10690.40,10588.55,906.60M,1.16%
31 12 2017,10558.85,10531.70,10566.10,10404.65,831.87M,0.27%
24 12 2017,10530.70,10512.30,10552.40,10460.45,768.77M,0.36%
17 12 2017,10493.00,10263.10,10501.10,10074.80,892.21M,1.55%
10 12 2017,10333.25,10310.50,10373.10,10141.55,941.85M,0.66%
03 12 2017,10265.65,10175.05,10270.85,10033.35,862.27M,1.42%
26 11 2017,10121.80,10361.05,10409.55,10108.55,1.01B,-2.58%
19 11 2017,10389.70,10287.20,10404.50,10261.50,796.94M,1.03%
12 11 2017,10283.60,10322.00,10343.60,10094.00,1.14B,-0.37%
05 11 2017,10321.75,10431.75,10490.45,10254.10,1.31B,-1.25%
29 10 2017,10452.50,10353.85,10461.70,10323.95,1.17B,1.25%
22 10 2017,10323.05,10176.65,10366.15,10124.50,1.83B,1.74%
15 10 2017,10146.55,10207.40,10251.85,10123.35,704.31M,-0.21%
08 10 2017,10167.45,9988.20,10191.90,9955.80,941.57M,1.88%
01 10 2017,9979.70,9893.30,9989.35,9831.05,683.05M,1.95%
24 09 2017,9788.60,9960.10,9960.50,9687.55,1.23B,-1.76%
17 09 2017,9964.40,10133.10,10178.95,9952.80,991.14M,-1.20%
10 09 2017,10085.40,9971.75,10131.95,9968.80,1.10B,1.52%
03 09 2017,9934.80,9984.15,9988.40,9861.00,813.99M,-0.40%
27 08 2017,9974.40,9907.15,9983.45,9783.75,1.01B,1.19%
20 08 2017,9857.05,9864.25,9884.35,9740.10,765.11M,0.20%
13 08 2017,9837.40,9755.75,9947.80,9752.10,885.47M,1.30%
06 08 2017,9710.80,10074.80,10088.10,9685.55,1.06B,-3.53%
30 07 2017,10066.40,10034.70,10137.85,9988.35,984.31M,0.52%
23 07 2017,10014.50,9936.80,10114.85,9919.60,1.07B,1.00%
16 07 2017,9915.25,9908.15,9928.20,9792.05,1.04B,0.29%
09 07 2017,9886.35,9719.30,9913.30,9646.45,725.44M,2.28%
02 07 2017,9665.80,9587.95,9700.70,9543.55,771.09M,1.52%
25 06 2017,9520.90,9594.05,9615.40,9448.75,839.73M,-0.56%
18 06 2017,9574.95,9626.40,9698.85,9565.30,844.54M,-0.14%
11 06 2017,9588.05,9646.70,9654.15,9560.80,863.13M,-0.83%
04 06 2017,9668.25,9656.30,9709.30,9608.15,771.80M,0.15%
28 05 2017,9653.50,9560.05,9673.50,9547.70,1.22B,0.61%
21 05 2017,9595.10,9480.25,9604.90,9341.65,1.18B,1.77%
14 05 2017,9427.90,9433.55,9532.60,9390.75,987.93M,0.29%
07 05 2017,9400.90,9311.45,9450.65,9297.95,809.01M,1.24%
30 04 2017,9285.30,9339.85,9377.10,9269.90,839.93M,-0.20%
23 04 2017,9304.05,9135.35,9367.15,9130.55,921.31M,2.02%
16 04 2017,9119.40,9144.75,9217.90,9075.15,826.54M,-0.34%
09 04 2017,9150.80,9225.60,9246.40,9144.95,684.68M,-0.52%
02 04 2017,9198.30,9220.60,9273.90,9188.10,721.83M,0.27%
26 03 2017,9173.75,9093.45,9191.70,9024.65,1.18B,0.72%
19 03 2017,9108.00,9166.95,9167.60,9019.30,1.24B,-0.57%
12 03 2017,9160.05,9091.65,9218.40,9060.50,1.04B,2.52%
05 03 2017,8934.55,8915.10,8977.85,8891.95,876.58M,0.42%
26 02 2017,8897.55,8943.70,8992.50,8860.10,1.15B,-0.47%
19 02 2017,8939.50,8818.55,8982.15,8809.80,997.67M,1.34%
12 02 2017,8821.70,8819.80,8896.45,8712.85,1.13B,0.32%
05 02 2017,8793.55,8785.45,8822.10,8715.00,1.09B,0.60%
29 01 2017,8740.95,8635.55,8757.60,8537.50,1.68B,1.15%
22 01 2017,8641.25,8329.60,8672.70,8327.20,971.13M,3.50%
15 01 2017,8349.35,8390.95,8460.30,8340.95,802.44M,-0.61%
08 01 2017,8400.35,8259.35,8461.05,8227.75,810.71M,1.90%
01 01 2017,8243.80,8210.10,8306.85,8133.80,697.32M,0.71%
25 12 2016,8185.80,7965.10,8197.00,7893.80,678.66M,2.51%
18 12 2016,7985.75,8126.00,8132.50,7942.05,624.57M,-1.89%
11 12 2016,8139.45,8230.65,8230.65,8121.95,847.00M,-1.48%
04 12 2016,8261.75,8088.75,8274.95,8056.85,725.52M,2.16%
27 11 2016,8086.80,8080.65,8250.80,8066.50,986.30M,-0.34%
20 11 2016,8114.30,8102.10,8122.25,7916.40,1.08B,0.50%
13 11 2016,8074.10,8284.85,8288.55,8048.30,1.01B,-2.68%
06 11 2016,8296.30,8535.75,8598.45,8002.25,1.25B,-1.63%
30 10 2016,8433.75,8653.15,8669.60,8400.25,737.76M,-2.36%
23 10 2016,8638.00,8709.85,8736.95,8550.25,1.02B,-0.63%
16 10 2016,8693.05,8612.95,8727.00,8506.15,925.65M,1.28%
09 10 2016,8583.40,8735.35,8745.80,8541.35,498.50M,-1.31%
02 10 2016,8697.60,8666.15,8806.95,8635.00,817.33M,1.00%
25 09 2016,8611.15,8807.90,8809.55,8555.20,1.07B,-2.50%
18 09 2016,8831.55,8788.45,8893.35,8757.30,799.73M,0.59%
11 09 2016,8779.85,8732.95,8847.65,8688.90,804.11M,-0.98%
04 09 2016,8866.70,8852.70,8968.70,8848.45,906.04M,0.65%
28 08 2016,8809.65,8583.75,8824.10,8543.75,1.11B,2.77%
21 08 2016,8572.55,8667.00,8684.85,8547.55,876.33M,-1.09%
14 08 2016,8666.90,8670.25,8696.60,8600.45,778.52M,-0.06%
07 08 2016,8672.15,8712.85,8728.35,8540.05,1.03B,-0.13%
31 07 2016,8683.15,8654.30,8711.30,8518.15,869.34M,0.52%
24 07 2016,8638.50,8519.95,8674.70,8517.20,906.65M,1.14%
17 07 2016,8541.20,8564.05,8587.10,8476.70,810.00M,0.00%
10 07 2016,8541.40,8413.35,8594.80,8407.05,932.57M,2.62%
03 07 2016,8323.20,8376.75,8398.45,8287.55,604.70M,-0.06%
26 06 2016,8328.35,8039.35,8356.75,8039.35,953.30M,2.96%
19 06 2016,8088.60,8115.75,8285.60,7927.05,920.84M,-1.00%
12 06 2016,8170.20,8102.25,8213.20,8063.90,866.78M,0.00%
05 06 2016,8170.05,8228.75,8294.95,8162.85,974.01M,-0.62%
29 05 2016,8220.80,8166.50,8262.00,8134.30,1.52B,0.79%
22 05 2016,8156.65,7813.95,8164.20,7715.80,1.05B,5.25%
15 05 2016,7749.70,7831.20,7940.10,7735.75,899.46M,-0.83%
08 05 2016,7814.90,7755.25,7916.05,7753.55,895.79M,1.05%
01 05 2016,7733.45,7822.70,7890.25,7678.35,908.48M,-1.48%
24 04 2016,7849.80,7894.80,7992.00,7788.70,1.13B,-0.63%
17 04 2016,7899.30,7908.15,7978.45,7842.75,821.45M,0.62%
10 04 2016,7850.45,7577.80,7864.80,7516.85,581.08M,3.91%
03 04 2016,7555.20,7733.15,7764.45,7526.70,930.56M,-2.05%
27 03 2016,7713.05,7741.00,7777.60,7582.25,1.29B,-0.04%
20 03 2016,7716.50,7619.20,7728.20,7617.70,624.00M,1.47%
13 03 2016,7604.35,7542.60,7613.60,7405.15,1.06B,1.25%
06 03 2016,7510.20,7486.40,7547.10,7424.30,954.04M,0.33%
28 02 2016,7485.35,7050.45,7505.90,6825.80,1.70B,6.48%
21 02 2016,7029.75,7208.85,7252.40,6961.40,1.07B,-2.51%
14 02 2016,7210.75,7057.35,7226.85,6960.65,1.35B,3.29%
07 02 2016,6980.95,7489.70,7512.55,6869.00,1.30B,-6.79%
31 01 2016,7489.10,7589.50,7600.45,7350.30,1.13B,-0.98%
24 01 2016,7563.55,7468.75,7575.65,7402.80,952.56M,1.90%
17 01 2016,7422.45,7420.35,7470.90,7241.50,1.15B,-0.21%
10 01 2016,7437.80,7527.45,7605.10,7425.80,996.35M,-2.15%
03 01 2016,7601.35,7924.55,7937.55,7556.60,797.34M,-4.54%
27 12 2015,7963.20,7863.20,7972.55,7863.00,573.91M,1.30%
20 12 2015,7861.05,7745.65,7888.75,7733.45,477.66M,1.28%
13 12 2015,7761.95,7558.20,7852.90,7551.05,829.70M,1.99%
06 12 2015,7610.45,7816.55,7825.40,7575.30,743.77M,-2.20%
29 11 2015,7781.90,7936.25,7979.30,7775.70,783.05M,-2.02%
22 11 2015,7942.70,7869.50,7959.30,7812.65,646.93M,1.10%
15 11 2015,7856.55,7732.95,7906.95,7714.15,744.94M,1.21%
08 11 2015,7762.25,7788.25,7937.75,7730.90,778.37M,-2.41%
01 11 2015,7954.30,8054.55,8116.10,7926.15,765.44M,-1.38%
25 10 2015,8065.80,8333.65,8336.30,8044.40,924.11M,-2.77%
18 10 2015,8295.45,8262.55,8328.10,8217.15,594.18M,0.70%
11 10 2015,8238.15,8231.50,8246.40,8088.60,832.43M,0.59%
04 10 2015,8189.70,8005.10,8232.20,8005.10,955.67M,3.00%
27 09 2015,7950.90,7892.80,8008.25,7691.20,767.59M,1.05%
20 09 2015,7868.50,7911.50,8021.60,7723.25,659.16M,-1.42%
13 09 2015,7981.90,7811.10,8055.00,7761.85,661.00M,2.47%
06 09 2015,7789.30,7685.85,7864.85,7539.50,844.01M,1.75%
30 08 2015,7655.05,8009.25,8043.60,7626.85,977.02M,-4.34%
23 08 2015,8001.95,8055.95,8091.80,7667.25,1.37B,-3.59%
16 08 2015,8299.95,8530.50,8530.60,8225.05,869.97M,-2.57%
09 08 2015,8518.55,8577.00,8621.55,8337.95,838.05M,-0.54%
02 08 2015,8564.60,8510.65,8606.30,8448.25,778.85M,0.37%
26 07 2015,8532.85,8492.10,8548.95,8321.75,897.78M,0.13%
19 07 2015,8521.55,8623.90,8654.75,8498.65,671.92M,-1.03%
12 07 2015,8609.85,8397.25,8642.95,8355.40,562.94M,2.98%
05 07 2015,8360.55,8386.15,8561.35,8315.40,718.75M,-1.47%
28 06 2015,8484.90,8247.05,8497.75,8195.65,641.97M,1.24%
21 06 2015,8381.10,8259.30,8423.15,8257.40,717.83M,1.90%
14 06 2015,8224.95,7986.60,8250.80,7944.85,722.97M,3.03%
07 06 2015,7982.90,8124.35,8163.05,7940.30,733.51M,-1.62%
31 05 2015,8114.70,8417.25,8467.15,8056.75,780.52M,-3.78%
24 05 2015,8433.65,8438.15,8443.90,8270.15,1.03B,-0.30%
17 05 2015,8458.95,8284.95,8489.55,8271.95,766.64M,2.38%
10 05 2015,8262.35,8243.20,8332.75,8089.80,824.45M,0.86%
03 05 2015,8191.50,8230.05,8355.65,7997.15,867.53M,0.12%
26 04 2015,8181.50,8330.55,8334.45,8144.75,798.19M,-1.49%
19 04 2015,8305.25,8618.80,8619.95,8273.35,1.09B,-3.49%
12 04 2015,8606.00,8801.75,8844.80,8596.70,596.19M,-1.99%
05 04 2015,8780.35,8615.80,8787.40,8573.75,758.13M,2.26%
29 03 2015,8586.25,8390.95,8603.40,8380.75,440.70M,2.94%
22 03 2015,8341.40,8591.55,8627.75,8269.15,970.58M,-2.68%
15 03 2015,8570.90,8656.75,8788.20,8553.00,860.71M,-0.89%
08 03 2015,8647.75,8891.15,8891.30,8631.75,871.31M,-3.24%
01 03 2015,8937.75,8953.85,9119.20,8849.35,829.17M,1.05%
22 02 2015,8844.60,8856.85,8869.00,8669.45,919.12M,0.12%
15 02 2015,8833.60,8831.40,8913.45,8793.40,716.37M,0.32%
08 02 2015,8805.50,8584.40,8822.10,8470.50,912.68M,1.67%
01 02 2015,8661.05,8802.50,8840.80,8645.55,982.04M,-1.68%
25 01 2015,8808.90,8871.35,8996.60,8775.10,922.65M,-0.30%
18 01 2015,8835.60,8550.05,8866.40,8531.50,857.75M,3.78%
11 01 2015,8513.80,8291.35,8530.75,8236.65,796.84M,2.77%
04 01 2015,8284.50,8407.95,8445.60,8065.45,751.45M,-1.32%
28 12 2014,8395.45,8214.70,8410.60,8214.70,402.76M,2.37%
21 12 2014,8200.70,8255.00,8364.75,8147.95,568.79M,-0.30%
14 12 2014,8225.20,8160.75,8263.45,7961.35,887.60M,0.01%
07 12 2014,8224.10,8538.65,8546.35,8216.30,718.69M,-3.68%
30 11 2014,8538.30,8605.10,8626.95,8504.65,729.40M,-0.58%
23 11 2014,8588.25,8490.95,8617.00,8429.45,956.01M,1.31%
16 11 2014,8477.35,8378.40,8489.80,8349.10,633.75M,1.04%
09 11 2014,8389.90,8337.80,8415.05,8304.45,652.13M,0.63%
02 11 2014,8337.00,8348.15,8365.55,8290.25,456.14M,0.18%
26 10 2014,8322.20,8064.35,8330.75,7985.65,787.03M,3.84%
19 10 2014,8014.55,7896.95,8031.75,7856.95,510.32M,3.02%
12 10 2014,7779.70,7831.00,7928.00,7723.85,735.41M,-1.02%
05 10 2014,7859.95,7897.40,7972.35,7815.75,550.81M,-1.08%
28 09 2014,7945.55,7978.45,8030.90,7923.85,351.41M,-0.29%
21 09 2014,7968.85,8084.45,8159.90,7841.80,808.23M,-1.88%
14 09 2014,8121.45,8070.35,8160.90,7925.15,626.39M,0.20%
07 09 2014,8105.50,8132.95,8180.20,8057.30,566.76M,0.23%
31 08 2014,8086.85,7990.35,8141.90,7984.00,692.21M,1.67%
24 08 2014,7954.35,7931.75,7968.25,7862.45,570.96M,0.52%
17 08 2014,7913.20,7785.25,7929.05,7779.20,603.97M,1.56%
10 08 2014,7791.70,7619.85,7796.70,7598.60,509.00M,2.95%
03 08 2014,7568.55,7639.55,7752.45,7540.10,616.86M,-0.45%
27 07 2014,7602.60,7792.90,7799.90,7593.90,684.57M,-2.41%
20 07 2014,7790.45,7701.65,7840.95,7674.00,619.15M,1.65%
13 07 2014,7663.90,7469.00,7685.00,7422.15,701.49M,2.74%
06 07 2014,7459.60,7780.40,7808.85,7447.20,968.90M,-3.77%
29 06 2014,7751.60,7534.05,7758.00,7531.60,674.88M,3.23%
22 06 2014,7508.80,7514.00,7593.35,7441.60,677.72M,-0.04%
15 06 2014,7511.45,7534.80,7663.00,7487.55,751.40M,-0.41%
08 06 2014,7542.10,7621.65,7700.05,7525.35,929.46M,-0.54%
01 06 2014,7583.40,7264.05,7592.70,7239.50,1.11B,4.89%
25 05 2014,7229.95,7428.75,7504.00,7118.45,1.17B,-1.86%
18 05 2014,7367.10,7276.85,7381.00,7193.55,1.28B,2.28%
11 05 2014,7203.00,6863.40,7563.50,6862.90,1.15B,5.02%
04 05 2014,6858.80,6681.65,6871.35,6638.55,575.37M,2.45%
27 04 2014,6694.80,6778.55,6786.25,6656.80,509.06M,-1.30%
20 04 2014,6782.75,6789.25,6869.85,6772.85,563.83M,0.05%
13 04 2014,6779.40,6792.70,6813.40,6665.15,374.46M,0.05%
06 04 2014,6776.30,6694.25,6819.05,6650.40,635.60M,1.22%
30 03 2014,6694.35,6723.15,6776.75,6662.40,924.47M,-0.02%
23 03 2014,6695.90,6510.50,6702.60,6510.50,1.01B,3.12%
16 03 2014,6493.20,6532.45,6574.95,6473.25,683.61M,-0.17%
09 03 2014,6504.20,6491.70,6562.85,6432.70,1.00B,-0.34%
02 03 2014,6526.65,6264.35,6537.80,6212.25,937.33M,3.98%
23 02 2014,6276.95,6140.95,6282.70,6130.80,653.40M,1.97%
16 02 2014,6155.45,6057.10,6160.35,6038.30,575.08M,1.77%
09 02 2014,6048.35,6072.80,6106.60,5984.60,715.99M,-0.24%
02 02 2014,6063.20,6058.80,6079.95,5933.30,852.21M,-0.43%
26 01 2014,6089.50,6186.30,6188.55,6027.25,876.06M,-2.83%
19 01 2014,6266.75,6261.75,6355.60,6243.35,681.68M,0.08%
12 01 2014,6261.65,6189.55,6346.50,6189.55,712.30M,1.46%
05 01 2014,6171.45,6220.85,6239.10,6139.60,713.80M,-0.64%
29 12 2013,6211.15,6336.40,6358.30,6171.25,571.46M,-1.63%
22 12 2013,6313.80,6267.20,6324.90,6259.45,518.01M,0.63%
15 12 2013,6274.25,6168.35,6284.50,6129.95,1.15B,1.72%
08 12 2013,6168.40,6415.00,6415.25,6161.40,907.08M,-1.46%
01 12 2013,6259.90,6171.15,6300.55,6149.90,833.57M,1.36%
24 11 2013,6176.10,6035.95,6182.50,6030.30,788.76M,3.01%
17 11 2013,5995.45,6111.05,6212.40,5972.80,753.29M,-1.00%
10 11 2013,6056.15,6110.40,6141.65,5972.45,617.32M,-1.38%
03 11 2013,6140.75,6282.15,6304.75,6120.95,657.02M,-2.64%
27 10 2013,6307.20,6155.10,6332.60,6079.20,952.52M,2.64%
20 10 2013,6144.90,6202.00,6252.45,6116.60,840.66M,-0.72%
13 10 2013,6189.35,6093.00,6201.45,6032.55,841.38M,1.53%
06 10 2013,6096.20,5889.05,6107.60,5825.85,847.39M,3.20%
29 09 2013,5907.30,5801.05,5950.45,5700.95,706.18M,1.27%
22 09 2013,5833.20,5945.80,5989.40,5811.10,959.72M,-2.98%
15 09 2013,6012.10,5930.30,6142.50,5798.15,1.14B,2.76%
08 09 2013,5850.60,5738.50,5932.00,5738.20,1.00B,3.00%
01 09 2013,5680.40,5480.25,5688.60,5318.90,1.23B,3.81%
25 08 2013,5471.80,5499.40,5528.70,5118.85,1.55B,0.00%
18 08 2013,5471.75,5497.55,5504.10,5254.05,1.27B,-0.66%
11 08 2013,5507.85,5606.70,5754.55,5496.05,890.45M,-1.04%
04 08 2013,5565.65,5682.40,5721.00,5486.85,863.33M,-1.98%
28 07 2013,5677.90,5869.95,5886.00,5649.00,1.03B,-3.54%
21 07 2013,5886.20,6009.75,6093.35,5869.50,805.19M,-2.37%
14 07 2013,6029.20,5991.20,6066.85,5910.95,794.00M,0.34%
07 07 2013,6009.00,5833.15,6019.00,5775.55,603.47M,2.40%
30 06 2013,5867.90,5834.10,5904.35,5760.40,726.56M,0.44%
23 06 2013,5842.20,5638.05,5852.95,5566.25,1.00B,3.08%
16 06 2013,5667.65,5820.40,5863.40,5616.85,721.05M,-2.42%
09 06 2013,5808.40,5907.90,5931.65,5683.10,687.88M,-1.23%
02 06 2013,5881.00,5997.35,6011.00,5869.50,569.32M,-1.75%
26 05 2013,5985.95,5989.40,6133.75,5975.55,744.39M,0.04%
19 05 2013,5983.55,6198.00,6229.45,5936.80,747.16M,-3.29%
12 05 2013,6187.30,6098.20,6199.95,5970.05,687.02M,1.52%
05 05 2013,6094.75,5944.90,6105.30,5928.45,590.17M,2.54%
28 04 2013,5944.00,5877.60,6019.45,5867.80,580.20M,1.24%
21 04 2013,5871.45,5789.85,5924.60,5789.80,608.22M,1.53%
14 04 2013,5783.10,5508.50,5794.35,5500.30,590.05M,4.60%
07 04 2013,5528.55,5550.50,5610.65,5477.20,637.92M,-0.44%
31 03 2013,5553.25,5697.35,5754.60,5534.70,616.96M,-2.28%
24 03 2013,5682.55,5707.30,5718.40,5604.85,486.55M,0.55%
17 03 2013,5651.35,5816.75,5863.60,5631.80,817.07M,-3.77%
10 03 2013,5872.60,5946.10,5971.20,5791.75,659.20M,-1.23%
03 03 2013,5945.70,5704.70,5952.85,5663.60,741.65M,3.95%
24 02 2013,5719.70,5870.55,5878.40,5671.90,967.03M,-2.23%
17 02 2013,5850.30,5888.65,5971.00,5835.80,667.07M,-0.63%
10 02 2013,5887.40,5920.05,5969.50,5853.90,676.36M,-0.27%
03 02 2013,5903.50,6025.20,6038.50,5883.65,786.04M,-1.59%
27 01 2013,5998.90,6082.10,6111.80,5983.20,722.68M,-1.25%
20 01 2013,6074.65,6085.75,6101.30,6007.85,729.69M,0.17%
13 01 2013,6064.40,5967.20,6083.40,5962.15,767.48M,1.90%
06 01 2013,5951.30,6042.15,6042.15,5940.60,607.61M,-1.08%
30 12 2012,6016.15,5901.20,6020.75,5897.15,471.99M,1.82%
23 12 2012,5908.35,5869.00,5930.80,5844.70,398.49M,1.04%
16 12 2012,5847.70,5860.50,5939.40,5823.15,672.96M,-0.54%
09 12 2012,5879.60,5916.05,5965.15,5839.15,617.83M,-0.47%
02 12 2012,5907.40,5878.25,5949.85,5838.90,651.97M,0.47%
25 11 2012,5879.85,5648.65,5885.25,5623.45,678.04M,4.50%
18 11 2012,5626.60,5577.30,5643.35,5548.35,498.76M,0.94%
11 11 2012,5574.05,5688.45,5718.90,5559.80,365.10M,-1.97%
04 11 2012,5686.25,5693.05,5777.30,5677.75,539.94M,-0.20%
28 10 2012,5697.70,5665.20,5711.30,5583.05,540.87M,0.59%
21 10 2012,5664.30,5667.60,5721.55,5641.75,444.88M,-0.35%
14 10 2012,5684.25,5674.25,5722.50,5633.90,603.44M,0.14%
07 10 2012,5676.05,5751.85,5751.85,5636.95,666.27M,-1.23%
30 09 2012,5746.95,5704.75,5815.35,4888.20,736.03M,0.77%
23 09 2012,5703.30,5691.95,5735.15,5638.65,1.13B,0.21%
16 09 2012,5691.15,5631.75,5720.00,5534.90,878.11M,2.03%
09 09 2012,5577.65,5361.90,5586.65,5332.10,706.96M,4.41%
02 09 2012,5342.10,5276.50,5347.15,5215.70,626.45M,1.59%
26 08 2012,5258.50,5387.85,5399.15,5238.90,765.03M,-2.38%
19 08 2012,5386.70,5368.70,5448.60,5368.70,469.79M,0.38%
12 08 2012,5366.30,5316.35,5399.95,5309.05,486.36M,0.86%
